,relative_path,classID
121,/fold7/102853-8-1-0.wav,8.0
122,/fold10/102857-5-0-0.wav,5.0
123,/fold10/102857-5-0-1.wav,5.0
124,/fold10/102857-5-0-10.wav,5.0
125,/fold10/102857-5-0-11.wav,5.0
126,/fold10/102857-5-0-12.wav,5.0
127,/fold10/102857-5-0-13.wav,5.0
128,/fold10/102857-5-0-14.wav,5.0
129,/fold10/102857-5-0-15.wav,5.0
130,/fold10/102857-5-0-16.wav,5.0
131,/fold10/102857-5-0-17.wav,5.0
132,/fold10/102857-5-0-18.wav,5.0
133,/fold10/102857-5-0-19.wav,5.0
134,/fold10/102857-5-0-2.wav,5.0
135,/fold10/102857-5-0-20.wav,5.0
136,/fold10/102857-5-0-21.wav,5.0
137,/fold10/102857-5-0-22.wav,5.0
138,/fold10/102857-5-0-23.wav,5.0
139,/fold10/102857-5-0-24.wav,5.0
140,/fold10/102857-5-0-25.wav,5.0
141,/fold10/102857-5-0-26.wav,5.0
142,/fold10/102857-5-0-27.wav,5.0
143,/fold10/102857-5-0-28.wav,5.0
144,/fold10/102857-5-0-29.wav,5.0
145,/fold10/102857-5-0-3.wav,5.0
146,/fold10/102857-5-0-30.wav,5.0
147,/fold10/102857-5-0-4.wav,5.0
148,/fold10/102857-5-0-5.wav,5.0
149,/fold10/102857-5-0-6.wav,5.0
150,/fold10/102857-5-0-7.wav,5.0
151,/fold10/102857-5-0-8.wav,5.0
152,/fold10/102857-5-0-9.wav,5.0
153,/fold2/102858-5-0-0.wav,5.0
154,/fold2/102858-5-0-1.wav,5.0
155,/fold2/102871-8-0-0.wav,8.0
156,/fold2/102871-8-0-1.wav,8.0
157,/fold2/102871-8-0-10.wav,8.0
158,/fold2/102871-8-0-11.wav,8.0
159,/fold2/102871-8-0-12.wav,8.0
160,/fold2/102871-8-0-13.wav,8.0
161,/fold2/102871-8-0-14.wav,8.0
162,/fold2/102871-8-0-15.wav,8.0
163,/fold2/102871-8-0-2.wav,8.0
164,/fold2/102871-8-0-3.wav,8.0
165,/fold2/102871-8-0-4.wav,8.0
166,/fold2/102871-8-0-5.wav,8.0
167,/fold2/102871-8-0-6.wav,8.0
168,/fold2/102871-8-0-7.wav,8.0
169,/fold2/102871-8-0-8.wav,8.0
170,/fold2/102871-8-0-9.wav,8.0
171,/fold1/103074-7-0-0.wav,7.0
172,/fold1/103074-7-0-1.wav,7.0
173,/fold1/103074-7-0-2.wav,7.0
174,/fold1/103074-7-1-0.wav,7.0
175,/fold1/103074-7-1-1.wav,7.0
176,/fold1/103074-7-1-2.wav,7.0
177,/fold1/103074-7-1-3.wav,7.0
178,/fold1/103074-7-1-4.wav,7.0
179,/fold1/103074-7-1-5.wav,7.0
180,/fold1/103074-7-1-6.wav,7.0
181,/fold1/103074-7-2-0.wav,7.0
182,/fold1/103074-7-3-0.wav,7.0
183,/fold1/103074-7-3-1.wav,7.0
184,/fold1/103074-7-3-2.wav,7.0
185,/fold1/103074-7-3-3.wav,7.0
186,/fold1/103074-7-4-0.wav,7.0
187,/fold1/103074-7-4-1.wav,7.0
188,/fold1/103074-7-4-2.wav,7.0
189,/fold1/103074-7-4-3.wav,7.0
190,/fold1/103074-7-4-4.wav,7.0
191,/fold1/103074-7-4-5.wav,7.0
192,/fold1/103074-7-4-6.wav,7.0
193,/fold8/103076-3-0-0.wav,3.0
194,/fold8/103076-3-1-0.wav,3.0
195,/fold8/103076-3-2-0.wav,3.0
196,/fold3/103199-4-0-0.wav,4.0
197,/fold3/103199-4-0-3.wav,4.0
198,/fold3/103199-4-0-4.wav,4.0
199,/fold3/103199-4-0-5.wav,4.0
200,/fold3/103199-4-0-6.wav,4.0
201,/fold3/103199-4-1-0.wav,4.0
202,/fold3/103199-4-2-0.wav,4.0
203,/fold3/103199-4-2-1.wav,4.0
204,/fold3/103199-4-2-10.wav,4.0
205,/fold3/103199-4-2-11.wav,4.0
206,/fold3/103199-4-2-2.wav,4.0
207,/fold3/103199-4-2-3.wav,4.0
208,/fold3/103199-4-2-4.wav,4.0
209,/fold3/103199-4-2-5.wav,4.0
210,/fold3/103199-4-2-6.wav,4.0
211,/fold3/103199-4-2-7.wav,4.0
212,/fold3/103199-4-2-8.wav,4.0
213,/fold3/103199-4-2-9.wav,4.0
214,/fold3/103199-4-4-0.wav,4.0
215,/fold3/103199-4-6-0.wav,4.0
216,/fold3/103199-4-7-2.wav,4.0
217,/fold9/103249-5-0-0.wav,5.0
218,/fold9/103249-5-0-1.wav,5.0
219,/fold9/103249-5-0-10.wav,5.0
220,/fold9/103249-5-0-11.wav,5.0
221,/fold9/103249-5-0-12.wav,5.0
222,/fold9/103249-5-0-13.wav,5.0
223,/fold9/103249-5-0-14.wav,5.0
224,/fold9/103249-5-0-15.wav,5.0
225,/fold9/103249-5-0-16.wav,5.0
226,/fold9/103249-5-0-17.wav,5.0
227,/fold9/103249-5-0-18.wav,5.0
228,/fold9/103249-5-0-19.wav,5.0
229,/fold9/103249-5-0-2.wav,5.0
230,/fold9/103249-5-0-3.wav,5.0
231,/fold9/103249-5-0-4.wav,5.0
232,/fold9/103249-5-0-5.wav,5.0
233,/fold9/103249-5-0-6.wav,5.0
234,/fold9/103249-5-0-7.wav,5.0
235,/fold9/103249-5-0-8.wav,5.0
236,/fold9/103249-5-0-9.wav,5.0
237,/fold1/103258-5-0-0.wav,5.0
238,/fold1/103258-5-0-1.wav,5.0
239,/fold1/103258-5-0-10.wav,5.0
240,/fold1/103258-5-0-11.wav,5.0
241,/fold1/103258-5-0-12.wav,5.0
242,/fold1/103258-5-0-13.wav,5.0
243,/fold1/103258-5-0-14.wav,5.0
244,/fold1/103258-5-0-15.wav,5.0
245,/fold1/103258-5-0-16.wav,5.0
246,/fold1/103258-5-0-17.wav,5.0
247,/fold1/103258-5-0-18.wav,5.0
248,/fold1/103258-5-0-19.wav,5.0
249,/fold1/103258-5-0-2.wav,5.0
250,/fold1/103258-5-0-3.wav,5.0
251,/fold1/103258-5-0-4.wav,5.0
252,/fold1/103258-5-0-5.wav,5.0
253,/fold1/103258-5-0-6.wav,5.0
254,/fold1/103258-5-0-7.wav,5.0
255,/fold1/103258-5-0-8.wav,5.0
256,/fold1/103258-5-0-9.wav,5.0
257,/fold3/103357-4-0-0.wav,4.0
258,/fold3/103357-4-0-1.wav,4.0
259,/fold10/103438-5-0-0.wav,5.0
260,/fold10/103438-5-0-1.wav,5.0
261,/fold10/103438-5-0-2.wav,5.0
262,/fold6/104327-2-0-15.wav,2.0
263,/fold6/104327-2-0-19.wav,2.0
264,/fold6/104327-2-0-26.wav,2.0
265,/fold6/104327-2-0-28.wav,2.0
266,/fold6/104327-2-0-3.wav,2.0
267,/fold6/104327-2-0-30.wav,2.0
268,/fold6/104327-2-0-34.wav,2.0
269,/fold6/104327-2-0-4.wav,2.0
270,/fold5/104421-2-0-1.wav,2.0
271,/fold5/104421-2-0-15.wav,2.0
272,/fold5/104421-2-0-20.wav,2.0
273,/fold5/104421-2-0-29.wav,2.0
274,/fold5/104421-2-0-3.wav,2.0
275,/fold5/104421-2-0-5.wav,2.0
276,/fold5/104421-2-0-7.wav,2.0
277,/fold5/104421-2-1-3.wav,2.0
278,/fold7/104625-4-0-15.wav,4.0
279,/fold7/104625-4-0-21.wav,4.0
280,/fold7/104625-4-0-27.wav,4.0
281,/fold7/104625-4-0-29.wav,4.0
282,/fold7/104625-4-0-3.wav,4.0
283,/fold7/104625-4-0-35.wav,4.0
284,/fold7/104625-4-0-40.wav,4.0
285,/fold7/104625-4-0-41.wav,4.0
286,/fold7/104625-4-0-45.wav,4.0
287,/fold7/104625-4-0-48.wav,4.0
288,/fold7/104625-4-0-51.wav,4.0
289,/fold7/104625-4-0-52.wav,4.0
290,/fold7/104625-4-0-53.wav,4.0
291,/fold7/104625-4-0-55.wav,4.0
292,/fold7/104625-4-0-57.wav,4.0
293,/fold7/104625-4-0-66.wav,4.0
294,/fold7/104625-4-1-20.wav,4.0
295,/fold7/104625-4-1-8.wav,4.0
296,/fold2/104817-4-0-0.wav,4.0
297,/fold2/104817-4-0-1.wav,4.0
298,/fold2/104817-4-0-10.wav,4.0
299,/fold2/104817-4-0-11.wav,4.0
300,/fold2/104817-4-0-2.wav,4.0
301,/fold2/104817-4-0-3.wav,4.0
302,/fold2/104817-4-0-4.wav,4.0
303,/fold2/104817-4-0-5.wav,4.0
304,/fold2/104817-4-0-6.wav,4.0
305,/fold2/104817-4-0-7.wav,4.0
306,/fold2/104817-4-0-8.wav,4.0
307,/fold2/104817-4-0-9.wav,4.0
308,/fold5/104998-7-0-5.wav,7.0
309,/fold5/104998-7-10-1.wav,7.0
310,/fold5/104998-7-10-10.wav,7.0
311,/fold5/104998-7-10-13.wav,7.0
312,/fold5/104998-7-10-15.wav,7.0
313,/fold5/104998-7-10-8.wav,7.0
314,/fold5/104998-7-10-9.wav,7.0
315,/fold5/104998-7-11-0.wav,7.0
316,/fold5/104998-7-11-2.wav,7.0
317,/fold5/104998-7-12-2.wav,7.0
318,/fold5/104998-7-14-1.wav,7.0
319,/fold5/104998-7-14-5.wav,7.0
320,/fold5/104998-7-14-6.wav,7.0
321,/fold5/104998-7-15-1.wav,7.0
322,/fold5/104998-7-15-3.wav,7.0
323,/fold5/104998-7-15-5.wav,7.0
324,/fold5/104998-7-15-9.wav,7.0
325,/fold5/104998-7-16-0.wav,7.0
326,/fold5/104998-7-16-10.wav,7.0
327,/fold5/104998-7-16-11.wav,7.0
328,/fold5/104998-7-16-5.wav,7.0
329,/fold5/104998-7-16-6.wav,7.0
330,/fold5/104998-7-16-7.wav,7.0
331,/fold5/104998-7-17-0.wav,7.0
332,/fold5/104998-7-17-1.wav,7.0
333,/fold5/104998-7-17-12.wav,7.0
334,/fold5/104998-7-17-14.wav,7.0
335,/fold5/104998-7-17-4.wav,7.0
336,/fold5/104998-7-17-7.wav,7.0
337,/fold5/104998-7-17-8.wav,7.0
338,/fold5/104998-7-18-12.wav,7.0
339,/fold5/104998-7-18-13.wav,7.0
340,/fold5/104998-7-18-3.wav,7.0
341,/fold5/104998-7-18-9.wav,7.0
342,/fold5/104998-7-19-0.wav,7.0
343,/fold5/104998-7-19-3.wav,7.0
344,/fold5/104998-7-19-6.wav,7.0
345,/fold5/104998-7-19-7.wav,7.0
346,/fold5/104998-7-19-8.wav,7.0
347,/fold5/104998-7-19-9.wav,7.0
348,/fold5/104998-7-2-4.wav,7.0
349,/fold5/104998-7-2-5.wav,7.0
350,/fold5/104998-7-2-6.wav,7.0
351,/fold5/104998-7-3-1.wav,7.0
352,/fold5/104998-7-7-0.wav,7.0
353,/fold5/104998-7-7-1.wav,7.0
354,/fold5/104998-7-7-4.wav,7.0
355,/fold5/104998-7-7-7.wav,7.0
356,/fold5/104998-7-7-9.wav,7.0
357,/fold5/104998-7-8-13.wav,7.0
358,/fold5/104998-7-8-14.wav,7.0
359,/fold5/104998-7-8-15.wav,7.0
360,/fold5/104998-7-8-17.wav,7.0
361,/fold5/104998-7-8-4.wav,7.0
362,/fold5/104998-7-8-6.wav,7.0
363,/fold5/104998-7-8-7.wav,7.0
364,/fold5/104998-7-9-0.wav,7.0
365,/fold5/104998-7-9-13.wav,7.0
366,/fold5/104998-7-9-9.wav,7.0
367,/fold9/105029-7-0-0.wav,7.0
368,/fold9/105029-7-0-1.wav,7.0
369,/fold9/105029-7-0-2.wav,7.0
370,/fold9/105029-7-0-3.wav,7.0
371,/fold9/105029-7-0-4.wav,7.0
372,/fold9/105029-7-0-5.wav,7.0
373,/fold9/105029-7-0-6.wav,7.0
374,/fold9/105029-7-1-0.wav,7.0
375,/fold9/105029-7-1-1.wav,7.0
376,/fold9/105029-7-1-10.wav,7.0
377,/fold9/105029-7-1-11.wav,7.0
378,/fold9/105029-7-1-12.wav,7.0
379,/fold9/105029-7-1-13.wav,7.0
380,/fold9/105029-7-1-2.wav,7.0
381,/fold9/105029-7-1-3.wav,7.0
382,/fold9/105029-7-1-4.wav,7.0
383,/fold9/105029-7-1-5.wav,7.0
384,/fold9/105029-7-1-6.wav,7.0
385,/fold9/105029-7-1-7.wav,7.0
386,/fold9/105029-7-1-8.wav,7.0
387,/fold9/105029-7-1-9.wav,7.0
388,/fold9/105029-7-2-0.wav,7.0
389,/fold9/105029-7-2-1.wav,7.0
390,/fold9/105029-7-2-10.wav,7.0
391,/fold9/105029-7-2-11.wav,7.0
392,/fold9/105029-7-2-12.wav,7.0
393,/fold9/105029-7-2-13.wav,7.0
394,/fold9/105029-7-2-14.wav,7.0
395,/fold9/105029-7-2-15.wav,7.0
396,/fold9/105029-7-2-16.wav,7.0
397,/fold9/105029-7-2-2.wav,7.0
398,/fold9/105029-7-2-3.wav,7.0
399,/fold9/105029-7-2-4.wav,7.0
400,/fold9/105029-7-2-5.wav,7.0
401,/fold9/105029-7-2-6.wav,7.0
402,/fold9/105029-7-2-7.wav,7.0
403,/fold9/105029-7-2-8.wav,7.0
404,/fold9/105029-7-2-9.wav,7.0
405,/fold9/105029-7-3-0.wav,7.0
406,/fold9/105029-7-3-1.wav,7.0
407,/fold9/105029-7-3-2.wav,7.0
408,/fold9/105029-7-3-3.wav,7.0
409,/fold9/105029-7-3-4.wav,7.0
410,/fold9/105029-7-3-5.wav,7.0
411,/fold9/105029-7-3-6.wav,7.0
412,/fold9/105029-7-3-7.wav,7.0
413,/fold9/105029-7-4-0.wav,7.0
414,/fold9/105029-7-4-1.wav,7.0
415,/fold9/105029-7-4-2.wav,7.0
416,/fold9/105029-7-4-3.wav,7.0
417,/fold9/105088-3-0-10.wav,3.0
418,/fold9/105088-3-0-11.wav,3.0
419,/fold9/105088-3-0-19.wav,3.0
420,/fold9/105088-3-0-8.wav,3.0
421,/fold7/105289-8-0-0.wav,8.0
422,/fold7/105289-8-0-1.wav,8.0
423,/fold7/105289-8-0-2.wav,8.0
424,/fold7/105289-8-0-3.wav,8.0
425,/fold7/105289-8-0-4.wav,8.0
426,/fold7/105289-8-0-5.wav,8.0
427,/fold7/105289-8-1-0.wav,8.0
428,/fold7/105289-8-1-1.wav,8.0
429,/fold7/105289-8-1-2.wav,8.0
430,/fold7/105289-8-1-3.wav,8.0
431,/fold7/105289-8-1-4.wav,8.0
432,/fold7/105289-8-2-0.wav,8.0
433,/fold7/105289-8-2-1.wav,8.0
434,/fold7/105289-8-2-2.wav,8.0
435,/fold7/105289-8-2-3.wav,8.0
436,/fold7/105289-8-2-4.wav,8.0
437,/fold7/105289-8-2-5.wav,8.0
438,/fold7/105289-8-2-6.wav,8.0
439,/fold7/105289-8-2-7.wav,8.0
440,/fold6/105319-3-0-22.wav,3.0
441,/fold6/105319-3-0-29.wav,3.0
442,/fold6/105319-3-0-39.wav,3.0
443,/fold1/105415-2-0-1.wav,2.0
444,/fold1/105415-2-0-15.wav,2.0
445,/fold1/105415-2-0-19.wav,2.0
446,/fold1/105415-2-0-21.wav,2.0
447,/fold1/105415-2-0-24.wav,2.0
448,/fold1/105415-2-0-4.wav,2.0
449,/fold1/105415-2-0-6.wav,2.0
450,/fold1/105415-2-0-8.wav,2.0
451,/fold5/105425-9-0-1.wav,9.0
452,/fold5/105425-9-0-10.wav,9.0
453,/fold5/105425-9-0-12.wav,9.0
454,/fold5/105425-9-0-13.wav,9.0
455,/fold5/105425-9-0-14.wav,9.0
456,/fold5/105425-9-0-23.wav,9.0
457,/fold10/106014-5-0-0.wav,5.0
458,/fold10/106014-5-0-1.wav,5.0
459,/fold10/106014-5-0-2.wav,5.0
460,/fold10/106014-5-0-3.wav,5.0
461,/fold10/106014-5-0-4.wav,5.0
462,/fold2/106015-5-0-0.wav,5.0
463,/fold2/106015-5-0-1.wav,5.0
464,/fold2/106015-5-0-10.wav,5.0
465,/fold2/106015-5-0-11.wav,5.0
466,/fold2/106015-5-0-12.wav,5.0
467,/fold2/106015-5-0-13.wav,5.0
468,/fold2/106015-5-0-14.wav,5.0
469,/fold2/106015-5-0-15.wav,5.0
470,/fold2/106015-5-0-16.wav,5.0
471,/fold2/106015-5-0-17.wav,5.0
472,/fold2/106015-5-0-18.wav,5.0
473,/fold2/106015-5-0-19.wav,5.0
474,/fold2/106015-5-0-2.wav,5.0
475,/fold2/106015-5-0-20.wav,5.0
476,/fold2/106015-5-0-3.wav,5.0
477,/fold2/106015-5-0-4.wav,5.0
478,/fold2/106015-5-0-5.wav,5.0
479,/fold2/106015-5-0-6.wav,5.0
480,/fold2/106015-5-0-7.wav,5.0
481,/fold2/106015-5-0-8.wav,5.0
482,/fold2/106015-5-0-9.wav,5.0
483,/fold6/106486-5-0-0.wav,5.0
484,/fold6/106486-5-0-1.wav,5.0
485,/fold6/106486-5-0-2.wav,5.0
486,/fold5/106487-5-0-0.wav,5.0
487,/fold5/106487-5-0-1.wav,5.0
488,/fold5/106487-5-0-2.wav,5.0
489,/fold8/106905-5-0-0.wav,5.0
490,/fold8/106905-5-0-1.wav,5.0
491,/fold8/106905-5-0-2.wav,5.0
492,/fold1/106905-8-0-0.wav,8.0
493,/fold1/106905-8-0-1.wav,8.0
494,/fold1/106905-8-0-2.wav,8.0
495,/fold1/106905-8-0-3.wav,8.0
496,/fold9/106955-6-0-0.wav,6.0
497,/fold8/107090-1-0-0.wav,1.0
498,/fold8/107090-1-1-0.wav,1.0
499,/fold8/107190-3-0-0.wav,3.0
500,/fold3/107228-5-0-0.wav,5.0
501,/fold3/107228-5-0-1.wav,5.0
502,/fold3/107228-5-0-2.wav,5.0
503,/fold3/107228-5-0-3.wav,5.0
504,/fold3/107228-5-0-4.wav,5.0
505,/fold3/107228-5-0-5.wav,5.0
506,/fold3/107228-5-0-6.wav,5.0
507,/fold3/107228-5-0-7.wav,5.0
508,/fold7/107357-8-0-0.wav,8.0
509,/fold7/107357-8-0-1.wav,8.0
510,/fold7/107357-8-0-2.wav,8.0
511,/fold7/107357-8-0-3.wav,8.0
512,/fold7/107357-8-0-4.wav,8.0
513,/fold7/107357-8-0-5.wav,8.0
514,/fold7/107357-8-0-6.wav,8.0
515,/fold7/107357-8-0-7.wav,8.0
516,/fold7/107357-8-0-8.wav,8.0
517,/fold7/107357-8-1-0.wav,8.0
518,/fold7/107357-8-1-1.wav,8.0
519,/fold7/107357-8-1-10.wav,8.0
520,/fold7/107357-8-1-11.wav,8.0
521,/fold7/107357-8-1-12.wav,8.0
522,/fold7/107357-8-1-13.wav,8.0
523,/fold7/107357-8-1-14.wav,8.0
524,/fold7/107357-8-1-15.wav,8.0
525,/fold7/107357-8-1-16.wav,8.0
526,/fold7/107357-8-1-17.wav,8.0
527,/fold7/107357-8-1-18.wav,8.0
528,/fold7/107357-8-1-2.wav,8.0
529,/fold7/107357-8-1-3.wav,8.0
530,/fold7/107357-8-1-4.wav,8.0
531,/fold7/107357-8-1-5.wav,8.0
532,/fold7/107357-8-1-6.wav,8.0
533,/fold7/107357-8-1-7.wav,8.0
534,/fold7/107357-8-1-8.wav,8.0
535,/fold7/107357-8-1-9.wav,8.0
536,/fold4/107653-9-0-12.wav,9.0
537,/fold4/107653-9-0-14.wav,9.0
538,/fold4/107653-9-0-18.wav,9.0
539,/fold4/107653-9-0-3.wav,9.0
540,/fold4/107653-9-0-5.wav,9.0
541,/fold4/107653-9-0-7.wav,9.0
542,/fold6/107842-4-0-0.wav,4.0
543,/fold6/107842-4-0-1.wav,4.0
544,/fold6/107842-4-0-2.wav,4.0
545,/fold6/107842-4-1-0.wav,4.0
546,/fold6/107842-4-2-0.wav,4.0
547,/fold6/107842-4-2-1.wav,4.0
548,/fold6/107842-4-2-2.wav,4.0
549,/fold6/107842-4-2-3.wav,4.0
550,/fold6/107842-4-2-4.wav,4.0
551,/fold6/107842-4-3-0.wav,4.0
552,/fold1/108041-9-0-11.wav,9.0
553,/fold1/108041-9-0-2.wav,9.0
554,/fold1/108041-9-0-4.wav,9.0
555,/fold1/108041-9-0-5.wav,9.0
556,/fold1/108041-9-0-6.wav,9.0
557,/fold1/108041-9-0-7.wav,9.0
558,/fold1/108041-9-0-9.wav,9.0
559,/fold2/108187-3-2-0.wav,3.0
560,/fold2/108187-3-3-0.wav,3.0
561,/fold2/108187-3-4-0.wav,3.0
562,/fold2/108187-3-6-0.wav,3.0
563,/fold5/108357-9-0-15.wav,9.0
564,/fold5/108357-9-0-2.wav,9.0
565,/fold5/108357-9-0-27.wav,9.0
566,/fold5/108357-9-0-30.wav,9.0
567,/fold5/108357-9-0-44.wav,9.0
568,/fold5/108357-9-0-49.wav,9.0
569,/fold1/108362-2-0-11.wav,2.0
570,/fold1/108362-2-0-12.wav,2.0
571,/fold1/108362-2-0-21.wav,2.0
572,/fold1/108362-2-0-23.wav,2.0
573,/fold1/108362-2-0-29.wav,2.0
574,/fold1/108362-2-0-30.wav,2.0
575,/fold1/108362-2-0-7.wav,2.0
576,/fold1/108362-2-0-9.wav,2.0
577,/fold6/108638-9-0-0.wav,9.0
578,/fold6/108638-9-0-1.wav,9.0
579,/fold6/108638-9-0-2.wav,9.0
580,/fold6/108638-9-0-4.wav,9.0
581,/fold6/108638-9-0-5.wav,9.0
582,/fold6/108638-9-0-6.wav,9.0
583,/fold6/109233-3-0-3.wav,3.0
584,/fold6/109233-3-0-4.wav,3.0
585,/fold6/109233-3-0-5.wav,3.0
586,/fold6/109233-3-0-6.wav,3.0
587,/fold5/109263-9-0-34.wav,9.0
588,/fold5/109263-9-0-39.wav,9.0
589,/fold5/109263-9-0-54.wav,9.0
590,/fold5/109263-9-0-61.wav,9.0
591,/fold5/109263-9-0-78.wav,9.0
592,/fold2/109703-2-0-134.wav,2.0
593,/fold2/109703-2-0-14.wav,2.0
594,/fold2/109703-2-0-153.wav,2.0
595,/fold2/109703-2-0-29.wav,2.0
596,/fold2/109703-2-0-32.wav,2.0
597,/fold2/109703-2-0-48.wav,2.0
598,/fold2/109703-2-0-50.wav,2.0
599,/fold4/109711-3-1-0.wav,3.0
600,/fold4/109711-3-2-4.wav,3.0
601,/fold4/109711-3-2-6.wav,3.0
602,/fold8/110134-3-0-0.wav,3.0
603,/fold5/110371-3-0-1.wav,3.0
604,/fold5/110371-3-1-0.wav,3.0
605,/fold5/110371-3-1-1.wav,3.0
606,/fold9/110389-3-0-0.wav,3.0
